do	FOR WITH TAKE-ING OF TO
babble	ABOUT
badger	WITH TAKE-ING INTO TAKE-INF GIVE-INF-OBJECT GIVE-ING-OBJECT
ballot	FOR
banish	FROM
barter	FOR WITH
batten	ON UPON
batter	TO AT ON
beaver	AT
beckon	TO TAKE-INF GIVE-INF-OBJECT
become	OF
bedaub	WITH
bedeck	WITH
behave	LIKE
belong	TO
berate	FOR
bestir	TAKE-INF GIVE-INF-OBJECT
bestow	ON UPON
betray	TO TAKE-INF
beware	OF
bicker	WITH ABOUT OVER
billet	ON
blanch	WITH AT TAKE-INF
boggle	AT
border	ON UPON
borrow	FROM
bother	WITH ABOUT TAKE-INF GIVE-INF-SUBJECT
bounce	TO
branch	INTO
breeze	THROUGH
bridle	AT
broach	TO
bubble	WITH
buckle	TO
budget	FOR
bundle	TO
burden	WITH
bustle	WITH TAKE-ING
cajole	TAKE-ING INTO GIVE-ING-OBJECT OUT
cancel	BY
carpet	WITH
center	ON
chance	TAKE-ING
change	TO INTO FROM
charge	FOR WITH TAKE-ING TO ON TAKE-INF GIVE-INF-OBJECT GIVE-ING-OBJECT
chisel	FOR OF INTO AWAY
choose	TAKE-ING TAKE-INF GIVE-INF-SUBJECT FROM BETWEEN
cleave	TO
clench	IN WITH
climax	WITH
closet	WITH
clutch	AT
co-opt	INTO
coerce	TAKE-ING INTO GIVE-ING-OBJECT
combat	WITH AGAINST
commit	TO
compel	TAKE-INF GIVE-INF-OBJECT
comply	WITH
concur	WITH TAKE-INF GIVE-INF-SUBJECT
confer	WITH ON UPON
convey	TO FROM
costar	WITH
couple	WITH TAKE-ING TO
cradle	IN
credit	FOR WITH TAKE-ING GIVE-ING-OBJECT
cringe	TO AT BEFORE
crunch	ON
cuddle	TO
cumber	WITH
dabble	IN AT
dapple	WITH
debate	WITH ABOUT UPON
decide	TAKE-ING ON TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
deduct	FROM
defect	TO FROM
defend	TAKE-ING AGAINST FROM
delete	FROM
delude	WITH INTO
deluge	WITH
demand	TAKE-INF GIVE-INF-SUBJECT
denude	OF
depart	FROM
depend	TAKE-ING ON UPON TAKE-INF GIVE-INF-OBJECT GIVE-ING-OBJECT
depose	TAKE-INF GIVE-INF-SUBJECT
depute	TO TAKE-INF GIVE-INF-OBJECT
deride	TAKE-ING
derive	FROM
design	FOR
desire	TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
desist	FROM
detach	FROM
detail	TAKE-INF GIVE-INF-OBJECT
detain	FROM
detest	TAKE-ING
detour	ROUND AROUND
devote	TO
dicker	FOR WITH
differ	WITH
dilute	WITH
direct	TO AT TAKE-INF GIVE-INF-OBJECT TOWARDS TOWARD
dither	ABOUT
divert	OF TO FROM
divest	OF
divide	WITH INTO BY FROM BETWEEN AMONG
divine	FOR TAKE-INF
donate	TO
dredge	FOR WITH OVER
drench	WITH TO
drudge	AT
elicit	FROM
embark	FOR AT ON UPON
embody	IN
emboss	WITH ON
emerge	FROM OUT
employ	IN TAKE-ING TAKE-INF GIVE-INF-OBJECT GIVE-ING-OBJECT
enable	TAKE-INF GIVE-INF-OBJECT
encamp	IN AT ON
encase	IN
endear	TO
endure	TAKE-ING TAKE-INF
enfold	IN
engage	IN FOR WITH TAKE-ING UPON TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
enjoin	ON TAKE-INF GIVE-INF-OBJECT FROM
enlist	IN FOR
enmesh	IN
enrich	WITH TAKE-ING BY
enroll	IN AS
entail	ON UPON
entice	INTO TAKE-INF GIVE-INF-OBJECT FROM
entomb	IN AMONG
entrap	IN INTO BY
enwrap	IN
equate	WITH
escape	FROM OUT
escort	TO
esteem	TAKE-INF GIVE-INF-OBJECT
excise	FOR AT
excuse	FOR TAKE-ING FROM GIVE-ING-OBJECT
exempt	TAKE-ING FROM
exhort	TO TAKE-INF GIVE-INF-OBJECT
expand	INTO BY ON
expect	TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT FROM
expend	IN ON UPON
expire	AGAINST WITHOUT BEFORE DURING
expose	TO
extend	TO
extort	FROM
fasten	TO ON UPON
fetter	TO
fiddle	WITH
fidget	WITH
finish	WITH TAKE-ING
fixate	ON
flavor	WITH
fleece	OF
flinch	TAKE-ING FROM
follow	WITH
forbid	TAKE-ING TAKE-INF GIVE-INF-OBJECT
forget	TAKE-ING ABOUT TAKE-INF GIVE-INF-SUBJECT
fringe	WITH
gamble	AT ON
gargle	WITH
gather	FOR
gavage	WITH
glance	OFF
glower	AT
goggle	AT
gossip	WITH ABOUT
grieve	FOR
ground	IN ON
grouse	ABOUT
grovel	TO
grudge	TAKE-ING ABOUT
gurgle	WITH
haggle	WITH ABOUT OVER
hammer	FOR INTO AT
hanker	FOR AFTER
happen	TO ON UPON TAKE-INF GIVE-INF-SUBJECT
harden	TAKE-ING TO
hassle	WITH
hasten	TAKE-INF GIVE-INF-SUBJECT
hinder	FROM
holler	TO AT
hollow	OF
hunger	FOR AFTER
impale	ON
impart	TO
import	INTO FROM
impose	ON UPON
impute	TO
incite	TAKE-INF GIVE-INF-OBJECT
indict	FOR
induce	TAKE-INF GIVE-INF-OBJECT
infect	WITH
infest	WITH
inform	OF ABOUT TAKE-INF
infuse	WITH INTO
inject	WITH INTO
insert	IN INTO
insist	TO ON UPON
instil	IN INTO
insult	BY
insure	AGAINST
intend	FOR TAKE-INF GIVE-INF-OBJECT
invite	TO TAKE-INF GIVE-INF-OBJECT
juggle	WITH
kindle	WITH
lament	TAKE-ING OVER
launch	INTO AT
lavish	ON
listen	FOR TO ON
litter	WITH
loathe	TAKE-ING
lumber	WITH
manage	TAKE-INF GIVE-INF-SUBJECT
marvel	AT
matter	TO
meddle	IN
mingle	WITH
monkey	WITH
mottle	WITH
murmur	AT AGAINST
muscle	ON
mutiny	AGAINST
natter	ABOUT
nestle	TO AGAINST
nibble	AT ON
notice	TAKE-ING TAKE-INF GIVE-INF-OBJECT GIVE-ING-OBJECT
notify	OF TAKE-INF GIVE-INF-OBJECT
nuzzle	AGAINST
object	TO
oblige	TAKE-INF GIVE-INF-OBJECT
obtain	FOR
offend	AGAINST
ordain	TAKE-INF GIVE-INF-OBJECT
outfit	WITH
outlay	FOR ON
paddle	TO
pander	TO
pardon	FOR
parley	WITH
peddle	TO
pepper	WITH
permit	TAKE-ING OF TAKE-INF GIVE-INF-OBJECT
pester	FOR WITH TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
pierce	THROUGH INTO
pinion	TO
plague	WITH
pledge	FOR TO TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
plunge	THROUGH INTO
ponder	OVER ON TAKE-INF
potter	ABOUT
pounce	AT ON UPON
praise	FOR
preach	TO AT
prefer	TAKE-ING TO AGAINST TAKE-INF GIVE-INF-OBJECT
prepay	FOR
profit	TAKE-ING BY FROM
prompt	TAKE-INF GIVE-INF-OBJECT
punish	FOR TAKE-ING GIVE-ING-OBJECT
purify	OF
purvey	TO
puzzle	TAKE-INF GIVE-INF-SUBJECT
quiver	WITH AT
rabbit	ABOUT
ramble	THROUGH ABOUT AMONG
rappel	DOWN
ration	TO
rattle	THROUGH ABOUT
reason	TAKE-ING INTO GIVE-ING-OBJECT OUT
rebuke	FOR TAKE-ING GIVE-ING-OBJECT
recall	TAKE-ING TO TAKE-INF GIVE-INF-SUBJECT FROM
recede	FROM
recite	FOR
reckon	AMONG
recoil	ON FROM
redeem	FROM
reduce	TAKE-ING TO FROM GIVE-ING-OBJECT
refeed	WITH ON
refund	TO
regale	WITH ON
regard	WITH
relate	WITH TO
relish	TAKE-ING
reload	WITH INTO ONTO
remain	TAKE-INF GIVE-INF-SUBJECT
remind	OF TAKE-INF GIVE-INF-OBJECT
remove	TO FROM
render	TO INTO UNTO
renege	ON
repair	TO
repent	TAKE-ING OF
repine	AT AGAINST
report	FOR TAKE-ING TO ON UPON TAKE-INF GIVE-INF-OBJECT
repose	IN ON
rescue	FROM
resent	TAKE-ING
reside	IN
resign	FROM
resist	TAKE-ING
resort	TAKE-ING TO
result	IN TAKE-ING FROM
resume	TAKE-ING
retail	AT
retire	TO FROM
return	TO FROM
reveal	TAKE-INF GIVE-INF-OBJECT AS
revert	TAKE-ING TO
revolt	AGAINST
reward	FOR WITH TAKE-ING GIVE-ING-OBJECT
riddle	WITH
riffle	THROUGH
ripple	WITH
rustle	FOR
saddle	WITH ON UPON
savour	OF
scheme	FOR AGAINST
school	IN TAKE-INF GIVE-INF-OBJECT
scrape	THROUGH AGAINST ON
scrawl	ON
scream	IN FOR WITH AT TAKE-INF GIVE-INF-OBJECT
screen	FROM
sculpt	FOR
search	THROUGH FOR INTO AFTER
season	WITH
secede	FROM
secure	FOR AGAINST FROM
seduce	TAKE-INF GIVE-INF-OBJECT FROM
seethe	WITH
select	TAKE-INF GIVE-INF-OBJECT
settle	IN FOR WITH INTO OVER ON UPON TAKE-INF GIVE-INF-SUBJECT
shield	FROM
shower	WITH ON
shroud	IN WITH
sicken	OF
signal	FOR TO TAKE-INF GIVE-INF-OBJECT
simmer	WITH
single	FOR
slaver	OVER
sliver	OF
smudge	WITH ON
snitch	ON
sorrow	FOR AT OVER
splash	WITH ON
splice	TO ONTO
sponge	ON FROM
spread	FOR WITH OVER ON AMONG
spring	ON FROM
sprout	FROM
square	WITH TO
squeal	ON
squirt	WITH ON
starve	FOR OF
stitch	FOR
strain	AT
stream	INTO
string	WITH ON
strive	FOR WITH AGAINST TAKE-INF GIVE-INF-SUBJECT
sublet	TO
submit	TO
suffer	FOR TAKE-INF GIVE-INF-OBJECT
summon	TO TAKE-INF GIVE-INF-OBJECT
supply	WITH TO
swathe	IN WITH
swerve	FROM
switch	TO
tamper	WITH
tangle	WITH
teeter	ON
tender	FOR
thirst	FOR AFTER
thrust	AT
tinker	WITH
travel	IN
trifle	WITH
tumble	OF TO INTO
tunnel	THROUGH INTO UNDER
tussle	WITH
uncoil	FROM
unload	ON
uproot	FROM
vacuum	FOR
vanish	FROM
veneer	WITH
wallow	IN
wander	OFF FROM
wangle	TAKE-ING INTO GIVE-ING-OBJECT OUT
weasel	OF
weight	WITH
welter	IN
winkle	OF
winnow	FROM
wonder	TAKE-ING ABOUT AT TAKE-INF GIVE-INF-SUBJECT
writhe	WITH
zipper	WITH TO
abandon	TO
abscond	WITH FROM
absolve	OF
abstain	FROM
account	FOR TAKE-ING TO TAKE-INF GIVE-INF-OBJECT
address	TO
adjourn	UNTIL FOR TO TILL
adjudge	TO TAKE-INF GIVE-INF-OBJECT
advance	TO AGAINST ON UPON
afflict	WITH
agitate	FOR
aminate	WITH
amplify	ON UPON
apparel	IN
appoint	TO TAKE-INF GIVE-INF-OBJECT
apprise	OF
approve	TAKE-ING OF GIVE-ING-OBJECT
arraign	FOR
arrange	FOR WITH TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
article	WITH TO
ascribe	TO
astound	WITH
attempt	TAKE-ING TAKE-INF GIVE-INF-SUBJECT
attract	TO
average	AT
ballast	WITH
bandage	WITH
bargain	FOR WITH TAKE-ING ABOUT ON TAKE-INF GIVE-INF-SUBJECT
bayonet	IN
beguile	WITH TAKE-ING INTO BY GIVE-ING-OBJECT OUT
behoove	TAKE-INF GIVE-INF-OBJECT
believe	IN TAKE-INF GIVE-INF-OBJECT
benefit	BY FROM
bereave	OF
beseech	TAKE-INF GIVE-INF-OBJECT
besiege	WITH
besmear	WITH
bestrew	WITH
betroth	TO
blanket	WITH
blether	ABOUT
blossom	INTO
blubber	TAKE-INF
blunder	ON UPON
bombard	WITH
bracket	OFF TOGETHER
breathe	INTO
bristle	WITH
canvass	FOR
caution	FOR TAKE-ING ABOUT AGAINST TAKE-INF GIVE-INF-OBJECT GIVE-ING-OBJECT
charter	FOR
chatter	ABOUT
chuckle	AT
clamour	FOR TAKE-INF GIVE-INF-SUBJECT
cleanse	OF FROM
cluster	ROUND AROUND
clutter	WITH
coexist	WITH
cohabit	WITH
collide	WITH
collude	WITH
combine	WITH AGAINST
command	TAKE-INF GIVE-INF-OBJECT
commend	TO
comment	ON UPON
commune	WITH
commute	FOR TO INTO FROM BETWEEN
compare	WITH TO
compete	FOR TAKE-INF GIVE-INF-SUBJECT
compile	FOR
complex	WITH
comport	WITH
conceal	TAKE-ING FROM
concede	TO
condemn	FOR TAKE-INF GIVE-INF-OBJECT
condole	WITH OVER ON
condone	TAKE-ING
conduce	TAKE-ING TO TOWARDS
confess	TAKE-ING TO TAKE-INF GIVE-INF-OBJECT
confide	IN TAKE-ING TO
confine	TO
confirm	IN
conform	TO
confuse	WITH
conjure	TAKE-INF GIVE-INF-OBJECT
connect	WITH TO
connive	WITH TAKE-ING AT TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
consent	TO TAKE-INF GIVE-INF-SUBJECT
consign	TO
consist	IN TAKE-ING OF
console	WITH
consort	WITH
consult	FOR WITH TO
contend	FOR WITH AGAINST
content	WITH TAKE-ING
contort	WITH
convert	FOR TO INTO FROM
convict	OF
counsel	TAKE-INF GIVE-INF-OBJECT
crochet	FOR
crusade	FOR AGAINST
curtsey	TO
deceive	IN TAKE-ING INTO GIVE-ING-OBJECT
declaim	TO
declare	FOR TAKE-ING AGAINST
decline	TAKE-INF GIVE-INF-SUBJECT
deflect	FROM
defraud	OF
delight	IN TAKE-ING TAKE-INF GIVE-INF-SUBJECT
deliver	TO ON FROM
deprive	OF
deserve	TAKE-ING TAKE-INF GIVE-INF-SUBJECT
despair	OF
despoil	OF
destine	FOR TAKE-INF GIVE-INF-OBJECT
detract	FROM
develop	FOR INTO FROM
deviate	FROM
devolve	TO ON UPON
dictate	TO
dignify	WITH BY
digress	FROM
disable	FROM
discuss	WITH TAKE-INF
disdain	TAKE-INF GIVE-INF-SUBJECT
dislike	TAKE-ING
dismiss	FROM
dispose	FOR OF TO
dispute	WITH TAKE-INF
dissent	FROM
diverge	FROM
divorce	FROM
dragoon	TAKE-ING INTO GIVE-ING-OBJECT
drizzle	WITH ON
emanate	FROM
embroil	IN
empanel	FOR
empower	WITH TAKE-ING BY TAKE-INF GIVE-INF-OBJECT
enchain	IN WITH
enchant	WITH
enclose	IN BY
encrust	WITH
enforce	BY ON UPON
engraft	INTO ON UPON OTHER
engrave	WITH ON
ensnare	IN TAKE-ING INTO BY GIVE-ING-OBJECT
entitle	TO TAKE-INF GIVE-INF-OBJECT
entreat	FOR TAKE-INF GIVE-INF-OBJECT
entrust	WITH TO
entwine	ROUND IN AROUND
envelop	IN
examine	IN ON
excerpt	FROM
exclaim	AT AGAINST
exclude	FROM
execute	FOR
explain	TO TAKE-INF
explant	TO
explode	IN WITH
expound	TO ON UPON
express	FROM OUT
expunge	FROM
extract	FROM
extrude	FROM
fashion	FOR
feather	WITH
ferment	AMONG
festoon	WITH
flatter	ABOUT ON
forbear	TAKE-ING TAKE-INF GIVE-INF-SUBJECT FROM
foresee	TAKE-INF
forfeit	TO
forgive	FOR TAKE-ING GIVE-ING-OBJECT
fortify	AGAINST
forward	TO
freight	WITH
fritter	ON
furnish	WITH
garland	IN WITH
garnish	WITH
gesture	TO AT TAKE-INF
glisten	WITH
glitter	WITH
grapple	WITH
grimace	WITH AT
grizzle	ABOUT
grumble	ABOUT AT OVER
harness	TO
hearken	TO
imagine	TAKE-ING GIVE-ING-OBJECT
immerse	IN
impinge	ON UPON
implant	IN INTO
implore	TAKE-INF GIVE-INF-OBJECT
impress	WITH INTO ON
imprint	ON
include	TAKE-ING
indulge	IN TAKE-ING
inflict	ON UPON
ingraft	INTO ON UPON ONTO
ingrain	IN WITH INTO
inherit	FROM
inhibit	TAKE-ING FROM GIVE-ING-OBJECT
inquire	FOR TAKE-ING OF ABOUT INTO AFTER TAKE-INF GIVE-INF-SUBJECT AS
inspire	IN WITH TO TAKE-INF GIVE-INF-OBJECT
install	IN
intrude	INTO ON UPON
inveigh	TAKE-ING AGAINST
involve	IN WITH TAKE-ING
justify	TAKE-ING TO
lecture	TO ABOUT ON
license	TAKE-INF GIVE-INF-OBJECT
mandate	TO
measure	TO AGAINST
migrate	TO FROM
mislead	TAKE-ING INTO GIVE-ING-OBJECT
mistake	FOR
mortice	TO INTO
neglect	TAKE-ING TAKE-INF GIVE-INF-SUBJECT
observe	TAKE-ING TO TAKE-INF GIVE-INF-OBJECT GIVE-ING-OBJECT
obtrude	ON UPON
operate	FOR ON
outrage	TAKE-INF
overlay	WITH
overpay	FOR
partake	OF
partner	WITH
pattern	AFTER ON UPON
perfume	WITH
persist	IN WITH
pertain	TAKE-ING TO
plaster	WITH ON ONTO
plummet	TO
plunder	OF FROM
pollute	WITH
prattle	ABOUT
precede	WITH
preface	WITH TAKE-ING BY
prepare	FOR TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
present	WITH TO
preside	AT OVER
presume	ON UPON TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
pretend	TO TAKE-INF GIVE-INF-SUBJECT
prevail	IN OVER AGAINST ON UPON TAKE-INF GIVE-INF-OBJECT AMONG
prevent	TAKE-ING FROM GIVE-ING-OBJECT
proceed	WITH TO AGAINST TAKE-INF GIVE-INF-SUBJECT FROM
procure	FOR
profess	TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
proffer	TO
program	TAKE-INF GIVE-INF-OBJECT
project	INTO ON ONTO
promise	TO TAKE-INF GIVE-INF-SUBJECT
promote	TO
propose	FOR TAKE-ING TO TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
protect	AGAINST FROM
protest	ABOUT AT AGAINST
provide	FOR WITH TAKE-ING AGAINST
provoke	TAKE-ING INTO TAKE-INF GIVE-INF-OBJECT GIVE-ING-OBJECT
pulsate	WITH
purport	TAKE-INF GIVE-INF-SUBJECT
purpose	TAKE-ING TAKE-INF GIVE-INF-SUBJECT
qualify	TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
quarrel	WITH
quibble	WITH ABOUT OVER
radiate	FROM
readapt	FOR TO
readmit	IN TO INTO
realign	WITH
reapply	FOR TO
rebound	ON UPON
reclaim	FROM
recline	AGAINST ON
redound	TO
reflect	ON UPON TAKE-INF
refocus	ON
refrain	FROM
regraft	ON ONTO
rejoice	IN AT OVER TAKE-INF GIVE-INF-SUBJECT
relapse	INTO
release	FROM
replace	WITH BY
replate	WITH
reprime	WITH
reprove	FOR TAKE-ING GIVE-ING-OBJECT
request	OF TAKE-INF GIVE-INF-OBJECT
require	TAKE-ING OF TAKE-INF GIVE-INF-OBJECT
requite	WITH
reserve	FOR
resolve	INTO TAKE-INF GIVE-INF-SUBJECT
resound	WITH
respond	WITH TAKE-ING TO BY
restock	WITH
restore	TO
reunite	WITH
revenge	FOR ON
revolve	ROUND ABOUT ON AROUND
satisfy	OF
scatter	WITH OVER ON
scratch	OF OFF
screech	TO
scruple	TAKE-INF GIVE-INF-SUBJECT
shelter	FROM
shudder	AT TAKE-INF GIVE-INF-SUBJECT
shuttle	TO FROM
smother	WITH
smuggle	TO
snicker	AT
solicit	FOR
spangle	WITH
sparkle	WITH
spatter	WITH ON
specify	TAKE-INF
speckle	WITH
splurge	ON
squeeze	FROM OUT
stumble	AT OVER ON UPON ACROSS
subject	TO
subjoin	TO
subsist	ON
succeed	IN TAKE-ING TO
succumb	TO
suffice	FOR
suggest	TAKE-ING TAKE-INF
suppose	TAKE-INF GIVE-INF-OBJECT
surfeit	WITH
suspect	TAKE-ING OF TAKE-INF GIVE-INF-OBJECT GIVE-ING-OBJECT
suspend	IN FROM
swaddle	IN
swindle	OUT
telefax	TO
testify	FOR TO AGAINST
tighten	ON
traffic	IN WITH
trample	OVER ON UPON
tremble	TAKE-INF GIVE-INF-SUBJECT
triumph	OVER
trouble	FOR TAKE-INF GIVE-INF-OBJECT
twiddle	WITH
twinkle	WITH
twitter	ABOUT
unbosom	TO
unleash	ON UPON
upbraid	FOR WITH TAKE-ING GIVE-ING-OBJECT
venture	ON UPON TAKE-INF GIVE-INF-SUBJECT
vibrate	TO
warrant	TAKE-ING TAKE-INF GIVE-INF-OBJECT
wheedle	TAKE-ING OF INTO GIVE-ING-OBJECT
whisper	ABOUT
whistle	FOR
whittle	FOR
witness	TO
wrangle	WITH
wreathe	IN WITH
wrestle	WITH
wriggle	TAKE-ING OF
abdicate	FROM
abstract	FROM
accoutre	WITH
accredit	WITH
accustom	TO
acquaint	WITH
admonish	FOR ABOUT AGAINST
advocate	FOR TAKE-ING
alienate	FROM
allocate	TO
approach	TAKE-ING ABOUT GIVE-ING-OBJECT
arrogate	TO
assemble	FOR
audition	FOR
baby-sit	FOR
backfire	ON
begrudge	TAKE-ING TO
belabour	WITH
bequeath	TO
bludgeon	TAKE-ING TO INTO GIVE-ING-OBJECT
browbeat	TAKE-ING INTO GIVE-ING-OBJECT OUT
bulldoze	TAKE-ING INTO
buttress	WITH BY
campaign	FOR
co-exist	WITH
cogitate	ABOUT ON UPON
coincide	WITH
commence	TAKE-ING TAKE-INF GIVE-INF-SUBJECT
complain	OF TO ABOUT
compound	OF FROM
compress	INTO
conceive	TAKE-ING OF TAKE-INF
conclude	WITH
condense	INTO
conflict	WITH
confound	WITH
confront	WITH
consider	TAKE-ING TAKE-INF GIVE-INF-OBJECT
conspire	WITH TAKE-INF GIVE-INF-SUBJECT
continue	TAKE-ING TAKE-INF GIVE-INF-SUBJECT
contract	TAKE-INF GIVE-INF-SUBJECT
contrast	WITH
contrive	TAKE-INF GIVE-INF-SUBJECT
converge	AT ON
converse	WITH ABOUT ON
convince	OF TAKE-INF GIVE-INF-OBJECT
convulse	WITH
copulate	WITH
covenant	FOR WITH TO TAKE-INF GIVE-INF-SUBJECT
decorate	FOR WITH
decouple	FROM
decrease	TO FROM
dedicate	TAKE-ING TO
delegate	TO TAKE-INF GIVE-INF-OBJECT
denounce	TO
depurate	FROM
deputize	FOR TAKE-INF GIVE-INF-OBJECT
derogate	FROM
disabuse	OF
disagree	WITH
disburse	TO
disclaim	TAKE-ING
discover	TAKE-INF GIVE-INF-OBJECT
disgorge	INTO AT
dismount	FROM
dispatch	TO
dispense	WITH
dissuade	FROM
distance	FROM
distract	FROM
distrain	UPON
divagate	FROM
dominate	OVER
domineer	OVER
dovetail	WITH INTO
emblazon	WITH ON
embolden	TAKE-INF GIVE-INF-OBJECT
emigrate	TO INTO FROM
encircle	WITH
encroach	ON UPON
encumber	WITH
endeavor	TAKE-INF GIVE-INF-SUBJECT
ensconce	IN ON AMONG
enshrine	IN AMONG
entangle	IN WITH AMONG
envisage	TAKE-ING GIVE-ING-OBJECT
estimate	AT
estrange	FROM
evacuate	TO FROM
exchange	FOR WITH
exercise	ABOUT BY
exorcize	OF FROM
foredoom	TO
foreknow	TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
foretell	TAKE-ING TO TAKE-INF
forewarn	OF
forswear	TAKE-ING
frighten	TAKE-ING INTO GIVE-ING-OBJECT OUT
graduate	FROM
hesitate	TAKE-INF GIVE-INF-SUBJECT
hoodwink	TAKE-ING INTO GIVE-ING-OBJECT
identify	WITH
immolate	TO
increase	TO FROM
indicate	TAKE-INF
infringe	ON UPON
initiate	INTO
inscribe	IN WITH INTO ON
instruct	IN TAKE-INF GIVE-INF-OBJECT
insulate	AGAINST FROM
interact	WITH
interest	IN
inundate	WITH
inveigle	TAKE-ING INTO GIVE-ING-OBJECT
languish	FOR
liberate	FROM
maintain	TAKE-INF GIVE-INF-OBJECT
meditate	ON UPON
militate	AGAINST
minister	TO
misguide	INTO
moralize	ABOUT ON UPON
mortgage	FOR TO
motivate	TAKE-INF GIVE-INF-OBJECT
multiply	BY
nominate	FOR TAKE-INF GIVE-INF-OBJECT
obligate	TO TAKE-INF GIVE-INF-OBJECT
organize	INTO
ornament	WITH
overflow	WITH INTO
overhear	TAKE-ING TAKE-INF GIVE-INF-OBJECT GIVE-ING-OBJECT
penalize	FOR
perceive	TAKE-ING TAKE-INF GIVE-INF-OBJECT GIVE-ING-OBJECT
persuade	OF INTO TAKE-INF GIVE-INF-OBJECT OUT
petition	FOR TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
polarize	TOWARDS
postpone	UNTIL TAKE-ING TO
practice	TAKE-ING
preclude	TAKE-ING FROM GIVE-ING-OBJECT
preserve	FROM
pressure	TAKE-ING INTO TAKE-INF GIVE-INF-OBJECT GIVE-ING-OBJECT
proclaim	TAKE-INF GIVE-INF-OBJECT
progress	THROUGH
prohibit	TAKE-ING FROM GIVE-ING-OBJECT
prophesy	TO
prospect	FOR
purchase	FOR
question	ABOUT
railroad	THROUGH INTO
re-treat	FOR WITH
readjust	TO
reanneal	TO
reassess	AT
reassign	TO
reassure	ABOUT
reattach	TO
refixate	ON
reinject	WITH INTO
reinsert	IN INTO
relegate	TO
remember	TAKE-ING TO TAKE-INF GIVE-INF-SUBJECT GIVE-ING-OBJECT
reproach	FOR WITH TAKE-ING GIVE-ING-OBJECT
research	INTO ON
resemble	IN
restrain	TAKE-ING FROM GIVE-ING-OBJECT
restrict	TO
retrieve	FROM
ricochet	OFF
ruminate	ABOUT OVER
sandwich	BETWEEN
saturate	WITH
schedule	FOR TAKE-INF GIVE-INF-OBJECT
scramble	FOR TAKE-INF GIVE-INF-SUBJECT
scrounge	OFF
sentence	TO
separate	INTO FROM
shanghai	TAKE-ING INTO GIVE-ING-OBJECT
skirmish	WITH
sprinkle	WITH ON
stampede	INTO
sublease	TO
subpoena	TAKE-INF GIVE-INF-OBJECT
subtract	FROM
telecast	TO
theorize	ABOUT OVER ON AS
threaten	WITH TAKE-INF GIVE-INF-SUBJECT
transfer	TO
trespass	ON UPON
unburden	OF
underpay	FOR
vacation	IN AT
withdraw	FROM
withhold	FROM
xanthate	WITH
abominate	TAKE-ING
accession	TO
acclimate	TO
acetonate	WITH
acetonize	WITH
acquiesce	IN
advertise	FOR TAKE-INF
affiliate	WITH TO
aggregate	TO
alternate	WITH TO FROM BETWEEN
aluminate	WITH
apologize	FOR TO
appertain	TO
apportion	BETWEEN AMONG AMONGST
arbitrate	BETWEEN
ascertain	TAKE-INF
associate	WITH
attribute	TAKE-ING TO
authorize	TAKE-INF GIVE-INF-OBJECT
blaspheme	AGAINST
breakfast	ON
calculate	TAKE-ING ON TAKE-INF GIVE-ING-OBJECT
challenge	WITH TO TAKE-INF GIVE-INF-OBJECT
collocate	WITH
condition	TAKE-INF GIVE-INF-OBJECT
conjugate	TO
conscript	INTO
consisted	IN TAKE-ING OF
constrain	TAKE-INF GIVE-INF-OBJECT
correlate	WITH
criticize	FOR
culminate	IN TAKE-ING GIVE-ING-OBJECT
designate	TAKE-INF GIVE-INF-OBJECT
determine	TAKE-INF GIVE-INF-OBJECT GIVE-INF-SUBJECT
discharge	INTO AT FROM
discourse	ON UPON
discredit	WITH
disembark	FROM
disengage	FROM
eavesdrop	ON
economize	ON
elaborate	ON
eliminate	FROM
embellish	WITH
embroider	IN FOR WITH ON
empathize	WITH
emphasize	TAKE-INF
encourage	IN TAKE-INF GIVE-INF-OBJECT
enlighten	ABOUT AS
eradicate	IN FROM
establish	IN
eventuate	IN
exculpate	FROM
expatiate	ON UPON
extradite	TO FROM
extricate	FROM
fascinate	WITH BY
fluctuate	BETWEEN
foreclose	ON
fornicate	WITH
fulminate	AT AGAINST
galvanize	TAKE-ING INTO GIVE-ING-OBJECT
gravitate	TO TOWARDS
guarantee	TO TAKE-INF GIVE-INF-SUBJECT
habituate	TAKE-ING TO GIVE-ING-OBJECT
implicate	IN
importune	WITH TAKE-INF GIVE-INF-OBJECT
inculcate	IN WITH
indemnify	FOR AGAINST
indenture	TO
infatuate	WITH
influence	TAKE-INF GIVE-INF-OBJECT
inoculate	WITH AGAINST
insinuate	TO
